canonical_model_key,quant,repos,downloads
qwen2-5-1-5b-instruct-uncensored,q8,1,5
qwen2-5-1-5b-instruct-unsloth-bnb,none,1,9
qwen2-5-1-5b-tq2,bf16,1,53
qwen2-5-1-5b-uncensored-neurotic-spanish,q2,1,3560
qwen2-5-1-5b-uncensored-neurotic-spanish,q4,1,10
qwen2-5-1-5b-uncensored-neurotic-spanish,q5,1,3
qwen2-5-1-5b-uncensored-neurotic-spanish,q6,1,3
qwen2-5-14b,none,3,20
qwen2-5-14b-deepseek-r1-1m-uncensored,none,2,250
qwen2-5-14b-deepseek-r1-1m-uncensored,q2,2,901
qwen2-5-14b-deepseek-r1-1m-uncensored,q8,1,5
qwen2-5-14b-deepseek-r1-1m-uncensored-k,q2,1,4
qwen2-5-14b-deepseek-r1-1m-uncensored-k,q6,1,20
qwen2-5-14b-deepseek-r1-1m-uncensored-k-l,q3,1,6
qwen2-5-14b-deepseek-r1-1m-uncensored-k-m,q3,1,9
qwen2-5-14b-deepseek-r1-1m-uncensored-k-m,q4,1,10
qwen2-5-14b-deepseek-r1-1m-uncensored-k-m,q5,1,27
qwen2-5-14b-deepseek-r1-1m-uncensored-k-s,q3,1,9
qwen2-5-14b-deepseek-r1-1m-uncensored-k-s,q4,1,7
qwen2-5-14b-deepseek-r1-1m-uncensored-xs,q4,1,9
qwen2-5-14b-deepsex-abliterated-h-corpus-xs,q4,1,774
qwen2-5-14b-instruct,fp32,1,4
qwen2-5-14b-instruct,none,9,5598
qwen2-5-14b-instruct-1m,none,7,1163
qwen2-5-14b-instruct-1m-abliterated,none,2,19
qwen2-5-14b-instruct-1m-abliterated,q2,3,1383
qwen2-5-14b-instruct-1m-abliterated,q4,3,64
qwen2-5-14b-instruct-1m-abliterated,q5,2,12
qwen2-5-14b-instruct-1m-abliterated,q6,2,8
qwen2-5-14b-instruct-1m-abliterated,q8,2,12
qwen2-5-14b-instruct-1m-unalign,q2,2,264
qwen2-5-14b-instruct-abliterated,none,2,13
qwen2-5-14b-instruct-abliterated,q2,3,875
qwen2-5-14b-instruct-abliterated,q4,2,9
qwen2-5-14b-instruct-abliterated,q5,2,10
qwen2-5-14b-instruct-abliterated,q6,1,2
qwen2-5-14b-instruct-abliterated,q8,1,7
qwen2-5-14b-instruct-abliterated-sft,q2,3,450
qwen2-5-14b-instruct-abliterated-v2,fp16,1,15
qwen2-5-14b-instruct-abliterated-v2,none,4,48
qwen2-5-14b-instruct-abliterated-v2,q2,3,776
qwen2-5-14b-instruct-abliterated-v2,q4,4,160
qwen2-5-14b-instruct-abliterated-v2,q5,3,7
qwen2-5-14b-instruct-abliterated-v2,q6,2,22
qwen2-5-14b-instruct-abliterated-v2,q8,4,135
qwen2-5-14b-instruct-abliterated-v2-xs,q2,1,59
qwen2-5-14b-instruct-uncensored,fp16,1,47
qwen2-5-14b-instruct-uncensored,none,1,65
qwen2-5-14b-instruct-uncensored,q2,2,592
qwen2-5-14b-instruct-uncensored,q4,1,16
qwen2-5-14b-instruct-uncensored,q5,1,22
qwen2-5-14b-instruct-uncensored,q8,1,15
qwen2-5-14b-roleplay-zh,q4,1,24
qwen2-5-14b-roleplay-zh,q8,1,9
qwen2-5-14b-uncensored-instruct,q2,3,5170
qwen2-5-14b-uncensored-instruct,q4,1,5
qwen2-5-32b,none,6,257
qwen2-5-32b-instruct,fp32,1,4
qwen2-5-32b-instruct,none,12,2917
qwen2-5-32b-instruct,q3,1,202
qwen2-5-32b-instruct-abliterated,none,2,1035
qwen2-5-32b-instruct-abliterated,q2,4,790
qwen2-5-32b-instruct-abliterated-pass2,q2,2,235
qwen2-5-32b-instruct-abliterated-pass2-xs,q2,1,19
qwen2-5-32b-instruct-abliterated-sft,q2,3,926
qwen2-5-32b-instruct-abliterated-sft,q3,3,19
qwen2-5-32b-instruct-abliterated-sft,q4,2,25
qwen2-5-32b-instruct-abliterated-sft,q5,2,6
qwen2-5-32b-instruct-abliterated-sft,q6,1,16
qwen2-5-32b-instruct-abliterated-sft,q8,1,5
qwen2-5-32b-instruct-abliterated-v2,none,1,0
qwen2-5-32b-instruct-abliterated-v2,q2,3,1463
qwen2-5-32b-instruct-abliterated-xs,q2,1,74
qwen2-5-32b-roleplay-zh,q2,2,384
qwen2-5-32b-roleplay-zh,q4,1,10
qwen2-5-3b-base-abliterated,q2,2,159
qwen2-5-3b-extended-refusal-4-21-abliterated,q2,2,153
qwen2-5-3b-instruct,bf16,1,0
qwen2-5-3b-instruct,none,12,1301
qwen2-5-3b-instruct,q2,1,196
qwen2-5-3b-instruct-abliterated,fp16,1,14
qwen2-5-3b-instruct-abliterated,none,2,1034
qwen2-5-3b-instruct-abliterated,q2,3,984
qwen2-5-3b-instruct-abliterated,q4,2,7
qwen2-5-3b-instruct-abliterated,q5,2,6
qwen2-5-3b-instruct-abliterated,q6,1,4
qwen2-5-3b-instruct-abliterated,q8,1,6
qwen2-5-3b-instruct-abliterated-16bit-grpo,q2,1,67
qwen2-5-3b-instruct-abliterated-evol-cot-slerp,q2,1,13
qwen2-5-3b-instruct-abliterated-rp-slerp,q2,1,38
qwen2-5-3b-instruct-abliterated-sft,q2,3,396
qwen2-5-3b-instruct-abliterated-sft,q4,2,26
qwen2-5-3b-instruct-abliterated-sft,q5,2,21
qwen2-5-3b-instruct-abliterated-sft,q6,1,2
qwen2-5-3b-instruct-abliterated-sft,q8,1,4
qwen2-5-3b-instruct-math-training-sdft-response-qwen2-5-3b-no-filtering-xs,q2,1,37
qwen2-5-3b-instruct-uncensored-test,q2,3,1224
qwen2-5-3b-instruct-uncensored-test,q8,1,12
qwen2-5-3b-instruct-uncensored-test-xs,q2,1,58
qwen2-5-3b-unsloth-bnb,none,1,0
qwen2-5-5b-uncensored,q2,2,737
qwen2-5-5b-uncensored,q4,2,23
qwen2-5-5b-uncensored,q5,2,17
qwen2-5-5b-uncensored,q6,1,5
qwen2-5-5b-uncensored,q8,1,8
qwen2-5-5b-uncensored-xs,q2,1,145
qwen2-5-72b,none,4,64
qwen2-5-72b,q2,1,79
qwen2-5-72b-instruct,none,6,2394
qwen2-5-72b-instruct,q3,1,32
qwen2-5-72b-instruct-abliterated,none,6,496
qwen2-5-72b-instruct-abliterated,q2,5,626
qwen2-5-72b-instruct-abliterated-2x-ties-v1,q2,2,355
qwen2-5-72b-instruct-abliterated-h-novel,q2,2,238
qwen2-5-72b-instruct-abliterated-v2,q2,3,778
qwen2-5-72b-instruct-abliterated-v2,q6,1,25
qwen2-5-7b,none,15,2469
qwen2-5-7b,q2,2,201
qwen2-5-7b-bnb,none,1,0
qwen2-5-7b-cabs-v0-4-uncensored-delmat,q2,2,299
qwen2-5-7b-instruct,fp32,1,134
qwen2-5-7b-instruct,none,13,12593
qwen2-5-7b-instruct,q2,4,1800
qwen2-5-7b-instruct-1m,none,1,1145
qwen2-5-7b-instruct-1m-abliterated,none,3,52
qwen2-5-7b-instruct-1m-abliterated,q2,4,978
qwen2-5-7b-instruct-1m-abliterated,q4,2,17
qwen2-5-7b-instruct-1m-abliterated,q5,2,16
qwen2-5-7b-instruct-1m-abliterated,q6,1,5
qwen2-5-7b-instruct-1m-abliterated,q8,2,6
qwen2-5-7b-instruct-abliterated,q2,4,996
qwen2-5-7b-instruct-abliterated-sft,q2,3,640
qwen2-5-7b-instruct-abliterated-sft,q4,3,19
qwen2-5-7b-instruct-abliterated-sft,q5,2,18
qwen2-5-7b-instruct-abliterated-sft,q6,1,6
qwen2-5-7b-instruct-abliterated-sft,q8,1,5
qwen2-5-7b-instruct-abliterated-sft960,q2,1,75
qwen2-5-7b-instruct-abliterated-sft960-simpo200,q2,1,26
qwen2-5-7b-instruct-abliterated-v2,fp16,1,70
qwen2-5-7b-instruct-abliterated-v2,q2,4,1338
qwen2-5-7b-instruct-abliterated-v2,q4,2,13
qwen2-5-7b-instruct-abliterated-v2,q5,2,10
qwen2-5-7b-instruct-abliterated-v2,q6,1,5
qwen2-5-7b-instruct-abliterated-v2,q8,1,5
qwen2-5-7b-instruct-abliterated-v2-xs,q2,1,36
qwen2-5-7b-instruct-abliterated-v3,fp16,1,26
qwen2-5-7b-instruct-abliterated-v3,none,1,7
qwen2-5-7b-instruct-abliterated-v3,q2,3,884
qwen2-5-7b-instruct-abliterated-v3,q4,5,23
qwen2-5-7b-instruct-abliterated-v3,q5,2,15
qwen2-5-7b-instruct-abliterated-v3,q6,1,6
qwen2-5-7b-instruct-abliterated-v3,q8,1,4
qwen2-5-7b-instruct-abliterated-v3-nl,q2,1,49
qwen2-5-7b-instruct-abliterated-xs,q2,2,79
qwen2-5-7b-instruct-character-roleplay-dataset-20000,q2,1,96
qwen2-5-7b-instruct-jailbroken,q2,1,101
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-500-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-500-n-epochs-3,none,2,0
qwen2-5-7b-instruct-uncensored,fp16,1,42
qwen2-5-7b-instruct-uncensored,none,2,1309
qwen2-5-7b-instruct-uncensored,q2,4,2586
qwen2-5-7b-instruct-uncensored,q4,4,54
qwen2-5-7b-instruct-uncensored,q5,3,96
qwen2-5-7b-instruct-uncensored,q6,2,70
qwen2-5-7b-instruct-uncensored,q8,1,62
qwen2-5-7b-instruct-uncensored-f16,none,1,33
qwen2-5-7b-instruct-uncensored-flux,q2,2,3246
qwen2-5-7b-instruct-uncensored-k,q2,1,6
qwen2-5-7b-instruct-uncensored-k,q6,1,30
qwen2-5-7b-instruct-uncensored-k-l,q3,1,4
qwen2-5-7b-instruct-uncensored-k-m,q4,1,8
qwen2-5-7b-instruct-uncensored-k-m,q5,1,8
qwen2-5-7b-instruct-uncensored-k-s,q4,1,15
qwen2-5-7b-instruct-uncensored-xs,q2,1,68
qwen2-5-7b-instruct-uncensored-xs,q4,1,5
qwen2-5-7b-nerd-uncensored-mfann-slerp,q2,1,103
qwen2-5-7b-nerd-uncensored-mfann-slerp,q4,2,3
qwen2-5-7b-nerd-uncensored-mfann-slerp,q5,3,3
qwen2-5-7b-nerd-uncensored-mfann-slerp,q6,1,1
qwen2-5-7b-nerd-uncensored-mfann-slerp,q8,1,2
qwen2-5-7b-nerd-uncensored-v0-9,none,1,2
qwen2-5-7b-nerd-uncensored-v0-9,q2,2,277
qwen2-5-7b-nerd-uncensored-v0-9-mfann,q2,2,1222
qwen2-5-7b-nerd-uncensored-v0-9-mfann,q4,3,62
qwen2-5-7b-nerd-uncensored-v0-9-mfann,q5,2,9
qwen2-5-7b-nerd-uncensored-v0-9-mfann,q6,1,5
qwen2-5-7b-nerd-uncensored-v0-9-mfann,q8,1,3
qwen2-5-7b-nerd-uncensored-v1,q2,4,548
qwen2-5-7b-nerd-uncensored-v1,q6,1,2
qwen2-5-7b-nerd-uncensored-v1,q8,1,8
qwen2-5-7b-nerd-uncensored-v1-1-xs,q2,1,12
qwen2-5-7b-nerd-uncensored-v1-2-xs,q2,1,3
qwen2-5-7b-nerd-uncensored-v1-3-xs,q2,1,3
qwen2-5-7b-nerd-uncensored-v1-4,q2,2,114
qwen2-5-7b-nerd-uncensored-v1-5,q2,2,180
qwen2-5-7b-nerd-uncensored-v1-6,q2,2,184
qwen2-5-7b-nerd-uncensored-v1-7,none,1,1
qwen2-5-7b-nerd-uncensored-v1-7,q2,2,183
qwen2-5-7b-nerd-uncensored-v1-7,q8,1,1
qwen2-5-7b-nerd-uncensored-v1-8,q2,3,329
qwen2-5-7b-uncensored,q2,2,369
qwen2-5-7b-uncensored,q4,2,4
qwen2-5-7b-uncensored,q5,2,10
qwen2-5-7b-uncensored,q6,1,1
qwen2-5-7b-uncensored,q8,1,2
qwen2-5-coder-0-5b-instruct,none,2,13
qwen2-5-coder-0-5b-instruct-abliterated,none,2,7
qwen2-5-coder-0-5b-instruct-abliterated,q2,2,625
qwen2-5-coder-0-5b-instruct-abliterated,q3,1,198
qwen2-5-coder-1-5b-instruct,none,2,409
qwen2-5-coder-1-5b-instruct,q2,1,111
qwen2-5-coder-1-5b-instruct-abliterated,q2,3,1116
qwen2-5-coder-1-5b-instruct-abliterated,q4,1,3
qwen2-5-coder-1-5b-instruct-abliterated-nl,q2,1,96
qwen2-5-coder-14b-instruct,none,3,53
qwen2-5-coder-14b-instruct,q2,1,130
qwen2-5-coder-14b-instruct-abliterated,fp16,1,12
qwen2-5-coder-14b-instruct-abliterated,none,6,91
qwen2-5-coder-14b-instruct-abliterated,q2,3,1794
qwen2-5-coder-14b-instruct-abliterated,q4,1,2
qwen2-5-coder-14b-instruct-uncensored,q2,1,222
qwen2-5-coder-14b-instruct-uncensored,q8,1,68
qwen2-5-coder-14b-instruct-uncensored-k,q2,1,6
qwen2-5-coder-14b-instruct-uncensored-k,q6,1,10
qwen2-5-coder-14b-instruct-uncensored-k-l,q3,1,5
qwen2-5-coder-14b-instruct-uncensored-k-m,q3,1,5
qwen2-5-coder-14b-instruct-uncensored-k-m,q4,1,12
qwen2-5-coder-14b-instruct-uncensored-k-m,q5,1,10
qwen2-5-coder-14b-instruct-uncensored-k-s,q3,1,3
qwen2-5-coder-14b-instruct-uncensored-k-s,q4,1,8
qwen2-5-coder-14b-instruct-uncensored-k-s,q5,1,4
qwen2-5-coder-14b-instruct-uncensored-xs,q4,1,5
qwen2-5-coder-32b-instruct,none,4,1124
qwen2-5-coder-32b-instruct-abliterated,none,4,93
qwen2-5-coder-32b-instruct-abliterated,q2,5,2548
qwen2-5-coder-32b-instruct-abliterated,q3,1,10
qwen2-5-coder-32b-instruct-abliterated,q4,4,43
qwen2-5-coder-32b-instruct-abliterated,q5,3,18
qwen2-5-coder-32b-instruct-abliterated,q6,1,5
qwen2-5-coder-32b-instruct-abliterated,q8,1,0
qwen2-5-coder-32b-instruct-abliterated-rombo-ties-v1,none,1,0
qwen2-5-coder-32b-instruct-abliterated-rombo-ties-v1,q2,2,416
qwen2-5-coder-32b-instruct-abliterated-rombo-ties-v1,q8,1,0
qwen2-5-coder-32b-instruct-uncensored,none,1,741
qwen2-5-coder-32b-instruct-uncensored,q2,2,884
qwen2-5-coder-32b-instruct-uncensored,q6,1,4
qwen2-5-coder-3b,none,1,5
qwen2-5-coder-3b,q8,1,68
qwen2-5-coder-3b-instruct,none,1,14
qwen2-5-coder-3b-instruct-abliterated,fp16,1,15
qwen2-5-coder-3b-instruct-abliterated,q2,3,370
qwen2-5-coder-7b,none,2,9
qwen2-5-coder-7b-instruct,none,4,72
qwen2-5-coder-7b-instruct-abliterated,fp16,1,29
qwen2-5-coder-7b-instruct-abliterated,none,2,26
qwen2-5-coder-7b-instruct-abliterated,q2,4,1307
qwen2-5-coder-7b-instruct-abliterated,q4,2,7
qwen2-5-coder-7b-instruct-abliterated,q8,2,12
qwen2-5-coder-7b-instruct-abliterated-ties-v2,q2,2,303
qwen2-5-coder-7b-instruct-abliterated-ties-v2,q4,1,27
qwen2-5-coder-7b-instruct-abliterated-ties-v2,q6,1,5
qwen2-5-coder-7b-instruct-abliterated-ties-v2,q8,1,4
qwen2-5-coder-7b-instruct-abliterated-xs,q2,1,63
qwen2-5-coder-7b-instruct-uncensored,q2,3,688
qwen2-5-coder-7b-tq2,q2,1,61
qwen2-5-coder-scholar-7b-abliterated-mfann,none,1,3
qwen2-5-coder-scholar-7b-abliterated-mfann,q2,2,862
qwen2-5-coder-scholar-7b-abliterated-mfann,q4,3,12
qwen2-5-coder-scholar-7b-abliterated-mfann,q5,2,8
qwen2-5-coder-scholar-7b-abliterated-mfann,q6,1,1
qwen2-5-coder-scholar-7b-abliterated-mfann,q8,1,2
qwen2-5-coder-scholar-7b-abliterated-mfann-slerp-unretrained,q2,1,106
qwen2-5-dyanka-7b-preview,none,1,3
qwen2-5-dyanka-7b-preview-uncensored-delmat,q2,2,389
qwen2-5-ft-freedomintelligence-medical,q4,1,104
qwen2-5-gutenberg-doppel-32b-abliterated-ties,q2,2,406
qwen2-5-math-1-5b,none,2,65
qwen2-5-moe-2x1-5b-deepseek-uncensored-censored-4b,q2,3,1581
qwen2-5-moe-2x1-5b-deepseek-uncensored-censored-4b,q4,2,210
qwen2-5-moe-2x7b-deepseek-abliterated-censored-19b,q2,3,845
qwen2-5-moe-2x7b-deepseek-abliterated-uncensored-19b,q2,3,3124
qwen2-5-omni-7b,none,1,1
qwen2-5-qwq-35b-eureka-cubed-abliterated-uncensored,none,4,153
qwen2-5-qwq-35b-eureka-cubed-abliterated-uncensored,q2,3,845
qwen2-5-qwq-35b-eureka-cubed-abliterated-uncensored-int8wo-g128,int8,1,3
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored,none,5,927
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored,q2,3,11241
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored-h-novel,none,1,94
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored-h-novel,q2,2,306
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored-h-novel,q4,1,3
qwen2-5-vl-32b-abliterated-h-corpus-f16-00001-of-00002,q4,1,192
qwen2-5-vl-32b-instruct,none,1,1405
qwen2-5-vl-32b-instruct,q8,1,129
qwen2-5-vl-32b-instruct-abliterated,q2,2,1317
qwen2-5-vl-32b-instruct-abliterated,q6,1,76
qwen2-5-vl-32b-instruct-abliterated,q8,1,28
qwen2-5-vl-3b-abliterated-caption-it,q2,2,4664
qwen2-5-vl-3b-instruct,none,10,1843
qwen2-5-vl-3b-instruct-abliterated,q2,2,407
qwen2-5-vl-7b-abliterated-caption-it,q2,3,10044
qwen2-5-vl-7b-instruct,none,12,3505
qwen2-5-vl-7b-instruct-abliterated,none,1,3
qwen2-5-vl-7b-instruct-abliterated,q2,4,1335
qwen2-5-vl-7b-instruct-abliterated,q4,1,32
qwen2-5-vl-7b-instruct-abliterated,q5,1,5
qwen2-5-vl-7b-instruct-abliterated,q8,1,48
qwen2-5-vl-7b-instruct-sft-openimages-3dsr-mar16-filtered1200-nothinking-03-21-17-44-24,none,1,0
qwen2-7b,none,2,3959
qwen2-7b-instruct,none,2,2
qwen2-7b-instruct-abliterated,fp16,1,79
qwen2-7b-instruct-abliterated,none,1,6
qwen2-7b-instruct-abliterated,q2,2,270
qwen2-7b-instruct-abliterated,q4,1,1
qwen2-7b-instruct-abliterated,q5,2,11
qwen2-7b-instruct-abliterated,q6,1,8
qwen2-7b-instruct-abliterated,q8,1,36
qwen2-7b-instruct-abliterated-xxs-imat,bf16,1,71
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-10-run,none,1,0
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-3000-run,none,1,0
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-inf-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-inf-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-14-train-table-3000-images-filter-none-sample-10-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-14-train-table-3000-images-filter-none-sample-100-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-14-train-table-3000-images-filter-none-sample-3000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-2000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-2000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-10-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-20-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-2000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-2000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-3000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-500-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-100-images-filter-none-sample-0-to-10,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-100-images-filter-none-sample-10-to-50,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-100-images-filter-none-sample-50-to-100,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-0-to-100,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-0-to-3000,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run-1,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run-2,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run-3,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-to-500,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-run-1,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-run-2,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-to-1500,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1500-to-2000,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-2000-to-2500,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-2500-to-3000,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run-1,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run-2,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run-3,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-to-1000,none,1,0
qwen2-7b-open-instruct-uncensored-unsloth-k-m,q4,1,99
qwen2-vl-2b-instruct,none,5,167
qwen2-vl-2b-instruct-abliterated,fp16,1,220
qwen2-vl-2b-instruct-abliterated,none,1,2
qwen2-vl-2b-instruct-abliterated,q2,1,247
qwen2-vl-2b-instruct-abliterated,q4,2,25
qwen2-vl-2b-instruct-abliterated,q5,2,11
qwen2-vl-2b-instruct-abliterated,q6,1,5
qwen2-vl-2b-instruct-abliterated,q8,1,8
qwen2-vl-72b-instruct,none,1,27
qwen2-vl-72b-instruct-abliterated,fp16,1,117
qwen2-vl-72b-instruct-abliterated,q2,1,318
qwen2-vl-7b-instruct,none,6,216
qwen2-vl-7b-instruct-abliterated,fp16,1,300
qwen2-vl-7b-instruct-abliterated,none,1,3
qwen2-vl-7b-instruct-abliterated,q2,2,1299
qwen2-vl-7b-instruct-abliterated,q4,2,10
qwen2-vl-7b-instruct-abliterated,q5,2,21
qwen2-vl-7b-instruct-abliterated,q6,1,5
qwen2-vl-7b-instruct-abliterated,q8,1,19
qwen3-0-6b,none,5,3120
qwen3-0-6b,q2,1,118
qwen3-0-6b-abliterated,bf16,2,136
qwen3-0-6b-abliterated,none,2,1331
qwen3-0-6b-abliterated,q2,2,368
qwen3-0-6b-abliterated,q4,5,82
qwen3-0-6b-abliterated,q5,2,9
qwen3-0-6b-abliterated,q6,1,99
qwen3-0-6b-abliterated,q8,4,37
qwen3-0-6b-abliterated-k,bf16,1,843
qwen3-0-6b-abliterated-ties,q2,1,77
qwen3-0-6b-base,none,2,18
qwen3-0-6b-code-expert,none,1,3
qwen3-0-6b-code-expert-abliterated,q2,2,360
qwen3-0-6b-math-expert,none,1,3
qwen3-0-6b-math-expert-abliterated,q2,1,104
qwen3-0-6b-medical-expert,none,1,29
qwen3-0-6b-medical-expert-abliterated,q2,1,108
qwen3-1-7b,none,5,2761
qwen3-1-7b-abliterated,bf16,2,637
qwen3-1-7b-abliterated,none,2,20
qwen3-1-7b-abliterated,q2,2,441
qwen3-1-7b-abliterated,q4,4,44
qwen3-1-7b-abliterated,q5,2,5
qwen3-1-7b-abliterated,q6,1,10
qwen3-1-7b-abliterated,q8,2,8
qwen3-1-7b-abliterated-k,bf16,1,693
qwen3-1-7b-abliterated-ties,q2,1,74
qwen3-1-7b-base,none,1,14
qwen3-1-7b-nyx-abliterated,q2,2,591
qwen3-1-7b-nyx-abliterated,q6,1,176
qwen3-1-7b-nyx-abliterated,q8,1,105
qwen3-1-7b-nyx-v3,none,1,36
qwen3-14b,none,9,2571
qwen3-14b-abliterated,bf16,2,6991
qwen3-14b-abliterated,int8,1,25
qwen3-14b-abliterated,nf4,1,45
qwen3-14b-abliterated,none,3,278
qwen3-14b-abliterated,q2,4,502
qwen3-14b-abliterated,q4,3,113
qwen3-14b-abliterated,q8,2,34
qwen3-14b-abliterated-k,bf16,1,479
qwen3-14b-abliterated-ties,q2,2,580
qwen3-14b-jailbroken-zhiyu,none,1,0
qwen3-14b-uncensored,q2,2,908
qwen3-14b-unsloth-bnb,none,1,12
qwen3-16b-a3b,none,1,11
qwen3-16b-a3b-abliterated,none,4,200
qwen3-16b-a3b-abliterated,q2,3,683
qwen3-16b-a3b-abliterated,q4,2,32
qwen3-16b-a3b-abliterated,q5,2,11
qwen3-16b-a3b-abliterated,q6,1,3
